Species,EU,Patch,Corner,Distance,Live/dead,Reproductive status,# Reproductive structures,Transplant notes,# recruits in plot,# recruits out of plot,Recruit notes
LE,53S,A,I,b,.,.,.,.,.,.,
NG,53S,A,I,b,.,.,.,.,.,.,
SS,53S,A,I,b,.,.,.,.,.,.,
AB,53S,A,I,c,.,.,.,.,.,.,
AV,53S,A,I,c,.,.,.,.,.,.,
CB,53S,A,I,c,.,.,.,.,.,.,
GD,53S,A,I,c,.,.,.,.,.,.,
LE,53S,A,I,c,.,.,.,.,.,.,
NG,53S,A,I,c,.,.,.,.,.,.,
SS,53S,A,I,c,.,.,.,.,.,.,
AB,53S,A,I,d,.,.,.,.,.,.,
AV,53S,A,I,d,.,.,.,.,.,.,
CB,53S,A,I,d,.,.,.,.,.,.,
GD,53S,A,I,d,.,.,.,.,.,.,
LE,53S,A,I,d,.,.,.,.,.,.,
NG,53S,A,I,d,.,.,.,.,.,.,
SS,53S,A,I,d,.,.,.,.,.,.,
AB,53S,A,II,a,.,.,.,.,.,.,
AV,53S,A,II,a,.,.,.,.,.,.,
CB,53S,A,II,a,.,.,.,.,.,.,
GD,53S,A,II,a,.,.,.,.,.,.,
LE,53S,A,II,a,.,.,.,.,.,.,
NG,53S,A,II,a,.,.,.,.,.,.,
SS,53S,A,II,a,.,.,.,.,.,.,
AB,53S,A,II,b,.,.,.,.,.,.,
AV,53S,A,II,b,.,.,.,.,.,.,
CB,53S,A,II,b,.,.,.,.,.,.,
GD,53S,A,II,b,.,.,.,.,.,.,
LE,53S,A,II,b,.,.,.,.,.,.,
NG,53S,A,II,b,.,.,.,.,.,.,
SS,53S,A,II,b,.,.,.,.,.,.,
AB,53S,A,II,c,.,.,.,.,.,.,
AV,53S,A,II,c,.,.,.,.,.,.,
CB,53S,A,II,c,.,.,.,.,.,.,
GD,53S,A,II,c,.,.,.,.,.,.,
LE,53S,A,II,c,.,.,.,.,.,.,
NG,53S,A,II,c,.,.,.,.,.,.,
SS,53S,A,II,c,.,.,.,.,.,.,
AB,53S,A,II,d,.,.,.,.,.,.,
AV,53S,A,II,d,.,.,.,.,.,.,
CB,53S,A,II,d,.,.,.,.,.,.,
GD,53S,A,II,d,.,.,.,.,.,.,
LE,53S,A,II,d,.,.,.,.,.,.,
NG,53S,A,II,d,.,.,.,.,.,.,
SS,53S,A,II,d,.,.,.,.,.,.,
AB,53S,A,III,a,.,.,.,.,.,.,
AV,53S,A,III,a,.,.,.,.,.,.,
CB,53S,A,III,a,.,.,.,.,.,.,
GD,53S,A,III,a,.,.,.,.,.,.,
LE,53S,A,III,a,.,.,.,.,.,.,
NG,53S,A,III,a,.,.,.,.,.,.,
SS,53S,A,III,a,.,.,.,.,.,.,
AB,53S,A,III,b,.,.,.,.,.,.,
AV,53S,A,III,b,.,.,.,.,.,.,
CB,53S,A,III,b,.,.,.,.,.,.,
GD,53S,A,III,b,.,.,.,.,.,.,
LE,53S,A,III,b,.,.,.,.,.,.,
NG,53S,A,III,b,.,.,.,.,.,.,
SS,53S,A,III,b,.,.,.,.,.,.,
AB,53S,A,III,c,.,.,.,.,.,.,
AV,53S,A,III,c,.,.,.,.,.,.,
CB,53S,A,III,c,.,.,.,.,.,.,
GD,53S,A,III,c,.,.,.,.,.,.,
LE,53S,A,III,c,.,.,.,.,.,.,
NG,53S,A,III,c,.,.,.,.,.,.,
SS,53S,A,III,c,.,.,.,.,.,.,
AB,53S,A,III,d,.,.,.,.,.,.,
AV,53S,A,III,d,.,.,.,.,.,.,
CB,53S,A,III,d,.,.,.,.,.,.,
GD,53S,A,III,d,.,.,.,.,.,.,
LE,53S,A,III,d,.,.,.,.,.,.,
NG,53S,A,III,d,.,.,.,.,.,.,
SS,53S,A,III,d,.,.,.,.,.,.,
AB,53S,A,IV,a,.,.,.,.,.,.,
AV,53S,A,IV,a,.,.,.,.,.,.,
CB,53S,A,IV,a,.,.,.,.,.,.,
GD,53S,A,IV,a,.,.,.,.,.,.,
LE,53S,A,IV,a,.,.,.,.,.,.,
NG,53S,A,IV,a,.,.,.,.,.,.,
SS,53S,A,IV,a,.,.,.,.,.,.,
AB,53S,A,IV,b,.,.,.,.,.,.,
AV,53S,A,IV,b,.,.,.,.,.,.,
CB,53S,A,IV,b,.,.,.,.,.,.,
GD,53S,A,IV,b,.,.,.,.,.,.,
LE,53S,A,IV,b,.,.,.,.,.,.,
NG,53S,A,IV,b,.,.,.,.,.,.,
SS,53S,A,IV,b,.,.,.,.,.,.,
AB,53S,A,IV,c,.,.,.,.,.,.,
AV,53S,A,IV,c,.,.,.,.,.,.,
CB,53S,A,IV,c,.,.,.,.,.,.,
GD,53S,A,IV,c,.,.,.,.,.,.,
LE,53S,A,IV,c,.,.,.,.,.,.,
NG,53S,A,IV,c,.,.,.,.,.,.,
SS,53S,A,IV,c,.,.,.,.,.,.,
AB,53S,A,IV,d,.,.,.,.,.,.,
AV,53S,A,IV,d,.,.,.,.,.,.,
CB,53S,A,IV,d,.,.,.,.,.,.,
GD,53S,A,IV,d,.,.,.,.,.,.,
LE,53S,A,IV,d,.,.,.,.,.,.,
NG,53S,A,IV,d,.,.,.,.,.,.,
SS,53S,A,IV,d,.,.,.,.,.,.,
AB,53S,B,I,a,1,1,"""1-10""",,0,0,
AV,53S,B,I,a,0,.,.,,0,0,
CB,53S,B,I,a,1,0,.,,0,0,
GD,53S,B,I,a,0,.,.,,0,0,
LE,53S,B,I,a,0,.,.,,0,0,
NG,53S,B,I,a,0,.,.,,0,0,
SS,53S,B,I,a,1,0,.,,0,0,
AB,53S,B,I,b,1,0,.,,0,0,
AV,53S,B,I,b,0,.,.,,0,0,
CB,53S,B,I,b,1,1,11-100,,1,0,
GD,53S,B,I,b,1,0,.,,0,0,
LE,53S,B,I,b,0,.,.,,0,0,
NG,53S,B,I,b,1,0,.,,0,0,
SS,53S,B,I,b,1,1,"""1-10""",,0,0,
AB,53S,B,I,c,1,1,"""1-10""",,0,0,
AV,53S,B,I,c,1,1,"""1-10""",,0,0,
CB,53S,B,I,c,0,.,.,,0,0,
GD,53S,B,I,c,0,.,.,,0,0,
LE,53S,B,I,c,0,.,.,,0,0,
NG,53S,B,I,c,1,0,.,,0,0,
SS,53S,B,I,c,1,1,"""1-10""",,0,3,
AB,53S,B,I,d,1,1,100-200,,0,0,
AV,53S,B,I,d,1,1,11-100,,1,0,
CB,53S,B,I,d,1,1,11-100,,0,0,
GD,53S,B,I,d,1,0,.,,0,0,
LE,53S,B,I,d,0,.,.,,0,0,
NG,53S,B,I,d,1,0,.,,0,0,
SS,53S,B,I,d,1,1,11-100,,0,0,
AB,53S,B,II,a,1,0,.,,0,0,
AV,53S,B,II,a,1,0,.,,0,0,
CB,53S,B,II,a,1,0,.,,0,0,
GD,53S,B,II,a,1,0,.,,0,0,
LE,53S,B,II,a,1,1,10-100,,0,0,
NG,53S,B,II,a,1,0,.,,0,0,
SS,53S,B,II,a,1,1,10-100,,0,0,
AB,53S,B,II,b,1,0,.,,0,0,
AV,53S,B,II,b,1,1,"""1-10""",,0,0,
CB,53S,B,II,b,1,0,.,,0,0,
GD,53S,B,II,b,0,.,dead,,0,0,
LE,53S,B,II,b,1,1,200-300,,0,0,
NG,53S,B,II,b,1,0,.,,0,0,
SS,53S,B,II,b,1,1,"""1-10""",,0,0,
AB,53S,B,II,c,0,.,.,,0,0,
AV,53S,B,II,c,1,1,10-100,,0,0,
CB,53S,B,II,c,1,1,10-100,,0,0,
GD,53S,B,II,c,0,.,dead,,0,0,
LE,53S,B,II,c,0,.,.,,0,0,
NG,53S,B,II,c,1,0,.,,0,0,
SS,53S,B,II,c,1,1,10-100,,0,0,
AB,53S,B,II,d,1,1,100-200,,0,0,
AV,53S,B,II,d,1,1,"""1-10""",,0,0,
CB,53S,B,II,d,0,.,.,,0,0,
GD,53S,B,II,d,0,.,dead,,0,0,
LE,53S,B,II,d,0,.,dead,,0,0,
NG,53S,B,II,d,0,.,dead,,0,0,
SS,53S,B,II,d,0,.,.,,0,0,
AB,53S,B,III,a,1,1,11-100,,0,0,
AV,53S,B,III,a,1,1,11-100,,0,0,
CB,53S,B,III,a,1,1,100-200,,3,0,
GD,53S,B,III,a,0,.,.,,0,0,
LE,53S,B,III,a,0,.,.,,0,0,
NG,53S,B,III,a,1,1,"""1-10""",female,0,0,
SS,53S,B,III,a,1,0,.,,0,0,
AB,53S,B,III,b,1,1,11-100,,0,0,
AV,53S,B,III,b,1,1,"""1-10""",,0,0,
CB,53S,B,III,b,1,1,100-200,,7,0,
GD,53S,B,III,b,0,.,.,,0,0,
LE,53S,B,III,b,1,1,200-300,,1,0,
NG,53S,B,III,b,1,0,.,,0,0,
SS,53S,B,III,b,1,0,.,,0,0,
AB,53S,B,III,c,1,1,11-100,,0,0,
AV,53S,B,III,c,1,1,11-100,,0,0,
CB,53S,B,III,c,1,1,11-100,,0,0,
GD,53S,B,III,c,1,0,.,,0,0,
LE,53S,B,III,c,.,.,.,,.,.,
NG,53S,B,III,c,1,0,.,,0,0,
SS,53S,B,III,c,1,1,"""1-10""",,0,0,
AB,53S,B,III,d,1,1,100-200,,0,0,
AV,53S,B,III,d,1,1,11-100,,0,0,
CB,53S,B,III,d,0,.,.,,0,0,
GD,53S,B,III,d,0,.,.,,0,0,
LE,53S,B,III,d,0,.,.,,0,0,
NG,53S,B,III,d,1,0,.,,0,0,
SS,53S,B,III,d,1,1,11-100,,0,4,
AB,53S,B,IV,a,1,1,10-100,,0,0,
AV,53S,B,IV,a,1,1,"""1-10""",,0,0,
CB,53S,B,IV,a,1,1,10-100,,3,0,
GD,53S,B,IV,a,1,0,.,,0,0,
LE,53S,B,IV,a,1,1,200-300,,1,0,
NG,53S,B,IV,a,1,0,.,,0,0,
SS,53S,B,IV,a,1,1,10-100,,0,0,
AB,53S,B,IV,b,1,0,.,,0,0,
AV,53S,B,IV,b,1,1,"""1-10""",,0,0,
CB,53S,B,IV,b,1,0,.,,0,0,
GD,53S,B,IV,b,0,.,dead,,0,0,
LE,53S,B,IV,b,0,.,dead,,0,0,
NG,53S,B,IV,b,0,.,dead,,0,0,
SS,53S,B,IV,b,1,0,.,,0,0,
AB,53S,B,IV,c,1,0,.,,2,0,
AV,53S,B,IV,c,1,1,"""1-10""",,0,0,
CB,53S,B,IV,c,1,1,10-100,,3,0,
GD,53S,B,IV,c,0,.,dead,,0,0,
LE,53S,B,IV,c,1,0,.,,0,0,
NG,53S,B,IV,c,1,0,.,,0,0,
SS,53S,B,IV,c,1,1,10-100,,10,3,
AB,53S,B,IV,d,1,1,100-200,,0,0,
AV,53S,B,IV,d,0,.,.,,0,0,
CB,53S,B,IV,d,0,.,dead,,0,0,
GD,53S,B,IV,d,0,.,dead,,0,0,
LE,53S,B,IV,d,1,1,100-200,,0,0,
NG,53S,B,IV,d,1,0,.,,0,0,
SS,53S,B,IV,d,0,.,.,,0,0,
AB,53S,C,I,a,1,0,.,,0,0,
AV,53S,C,I,a,1,1,"""1-10""",,0,0,
CB,53S,C,I,a,1,1,"""1-10""",,0,0,
GD,53S,C,I,a,1,0,.,,0,0,
LE,53S,C,I,a,1,1,10-100,,4,9,
NG,53S,C,I,a,0,.,.,,0,0,
SS,53S,C,I,a,0,.,.,,0,0,
AB,53S,C,I,b,1,1,10-100,,0,0,
AV,53S,C,I,b,1,1,10-100,,0,0,
CB,53S,C,I,b,.,.,.,,0,0,
GD,53S,C,I,b,1,0,.,,0,0,
LE,53S,C,I,b,1,1,10-100,,6,6,
NG,53S,C,I,b,1,0,.,,0,0,
SS,53S,C,I,b,1,1,"""1-10""",,0,0,
AB,53S,C,I,c,1,0,.,,0,0,
AV,53S,C,I,c,0,.,.,,0,0,
CB,53S,C,I,c,1,1,11-100,,0,0,
GD,53S,C,I,c,0,.,.,,0,0,
LE,53S,C,I,c,1,1,100-200,,5,0,
NG,53S,C,I,c,0,.,.,,0,0,
SS,53S,C,I,c,1,1,"""1-10""",,0,0,
AB,53S,C,I,d,1,1,10-100,,0,0,
AV,53S,C,I,d,1,1,10-100,,0,0,
CB,53S,C,I,d,0,.,.,,0,0,
GD,53S,C,I,d,0,.,.,,0,0,
LE,53S,C,I,d,0,.,.,,0,0,
NG,53S,C,I,d,1,0,.,,0,0,
SS,53S,C,I,d,0,.,.,,0,0,
AB,53S,C,II,a,1,1,11-100,,0,0,
AV,53S,C,II,a,1,0,.,,0,0,
CB,53S,C,II,a,1,1,11-100,,0,0,
GD,53S,C,II,a,.,.,.,,0,0,
LE,53S,C,II,a,1,1,"""1-10""",,0,0,
NG,53S,C,II,a,1,0,.,,0,0,
SS,53S,C,II,a,1,0,.,,0,0,
AB,53S,C,II,b,1,1,11-100,,0,0,
AV,53S,C,II,b,1,1,"""1-10""",,0,0,
CB,53S,C,II,b,1,1,100-200,,0,0,
GD,53S,C,II,b,1,0,.,,0,0,
LE,53S,C,II,b,1,0,.,,0,0,
NG,53S,C,II,b,1,0,.,,0,0,
SS,53S,C,II,b,0,.,.,,0,0,
AB,53S,C,II,c,1,1,11-100,,0,0,
AV,53S,C,II,c,1,1,11-100,,0,0,
CB,53S,C,II,c,1,1,11-100,,0,0,
GD,53S,C,II,c,.,.,.,,0,0,
LE,53S,C,II,c,1,1,11-100,,0,0,
NG,53S,C,II,c,1,1,"""1-10""",male,0,0,
SS,53S,C,II,c,1,1,11-100,,1,0,
AB,53S,C,II,d,1,0,.,,0,0,
AV,53S,C,II,d,0,.,.,,0,0,
CB,53S,C,II,d,1,1,100-200,,0,0,
GD,53S,C,II,d,1,0,.,,0,0,
LE,53S,C,II,d,0,.,.,,0,0,
NG,53S,C,II,d,1,1,"""1-10""",female,0,0,
SS,53S,C,II,d,0,.,.,,0,0,
AB,53S,C,III,a,1,1,11-100,,0,0,
AV,53S,C,III,a,1,1,"""1-10""",,0,0,
CB,53S,C,III,a,1,1,11-100,,0,0,
GD,53S,C,III,a,1,0,.,,0,0,
LE,53S,C,III,a,1,1,11-100,,0,0,
NG,53S,C,III,a,1,0,.,,0,0,
SS,53S,C,III,a,1,1,"""1-10""",,0,0,
AB,53S,C,III,b,1,1,11-100,,0,0,
AV,53S,C,III,b,1,1,"""1-10""",,0,0,
CB,53S,C,III,b,1,1,11-100,,0,0,
GD,53S,C,III,b,0,.,.,,0,0,
LE,53S,C,III,b,1,0,.,,0,0,
NG,53S,C,III,b,1,1,"""1-10""",male or last yr,0,0,
SS,53S,C,III,b,1,1,"""1-10""",,0,0,
AB,53S,C,III,c,1,1,10-100,,0,0,
AV,53S,C,III,c,1,1,10-100,,0,0,
CB,53S,C,III,c,1,1,"""1-10""",,0,0,
GD,53S,C,III,c,0,.,.,,0,0,
LE,53S,C,III,c,1,1,400-500,,0,0,
NG,53S,C,III,c,1,0,.,,0,0,
SS,53S,C,III,c,0,.,.,,0,0,
AB,53S,C,III,d,1,1,10-100,,0,0,
AV,53S,C,III,d,0,.,.,,0,0,
CB,53S,C,III,d,0,0,dead,,0,0,
GD,53S,C,III,d,0,.,.,,0,0,
LE,53S,C,III,d,0,.,dead,,0,0,
NG,53S,C,III,d,1,1,3,female,0,0,
SS,53S,C,III,d,.,.,.,.,.,.,
AB,53S,C,IV,a,1,1,11-100,,0,0,
AV,53S,C,IV,a,0,.,.,,0,0,
CB,53S,C,IV,a,1,1,"""1-10""",,0,0,
GD,53S,C,IV,a,1,0,.,,0,0,
LE,53S,C,IV,a,1,1,11-100,,0,0,
NG,53S,C,IV,a,1,1,"""1-10""",,0,0,
SS,53S,C,IV,a,1,1,"""1-10""",,0,0,
AB,53S,C,IV,b,1,1,11-100,,0,0,
AV,53S,C,IV,b,1,1,"""1-10""",,0,0,
CB,53S,C,IV,b,1,1,11-100,,0,0,
GD,53S,C,IV,b,1,0,.,,0,0,
LE,53S,C,IV,b,0,.,.,,0,0,
NG,53S,C,IV,b,1,1,"""1-10""",male,0,0,
SS,53S,C,IV,b,0,.,.,,0,0,
AB,53S,C,IV,c,1,1,11-100,,1,0,
AV,53S,C,IV,c,1,1,11-100,,1,0,
CB,53S,C,IV,c,1,0,.,,0,0,
GD,53S,C,IV,c,1,0,.,,0,0,
LE,53S,C,IV,c,0,.,.,,0,0,
NG,53S,C,IV,c,.,.,.,,0,0,
SS,53S,C,IV,c,1,1,11-100,,0,0,
AB,53S,C,IV,d,1,1,100-200,,0,0,
AV,53S,C,IV,d,1,1,"""1-10""",,0,0,
CB,53S,C,IV,d,1,1,11-100,,0,0,
GD,53S,C,IV,d,0,.,.,,0,0,
LE,53S,C,IV,d,0,.,.,,0,0,
NG,53S,C,IV,d,1,0,.,,0,0,
SS,53S,C,IV,d,1,1,11-100,,0,0,
AB,53S,D,I,a,1,1,11-100,,0,0,
AV,53S,D,I,a,0,.,.,,0,0,
CB,53S,D,I,a,1,1,100-200,,0,0,
GD,53S,D,I,a,1,0,.,,1,0,
LE,53S,D,I,a,1,1,100-200,,4,0,
NG,53S,D,I,a,1,1,"""1-10""",male or last yr,0,0,
SS,53S,D,I,a,1,1,"""1-10""",,0,0,
AB,53S,D,I,b,1,1,"""1-10""",,0,0,
AV,53S,D,I,b,1,0,.,,0,0,
CB,53S,D,I,b,0,.,.,,0,0,
GD,53S,D,I,b,0,.,.,,0,0,
LE,53S,D,I,b,1,1,11-100,,0,0,
NG,53S,D,I,b,1,1,"""1-10""",male,0,0,
SS,53S,D,I,b,1,1,"""1-10""",,0,0,
AB,53S,D,I,c,1,1,100-200,,0,0,
AV,53S,D,I,c,1,1,"""1-10""",,0,0,
CB,53S,D,I,c,1,1,100-200,,7,0,
GD,53S,D,I,c,1,0,.,,1,0,
LE,53S,D,I,c,1,0,.,,1,0,
NG,53S,D,I,c,1,1,"""1-10""",female,0,0,
SS,53S,D,I,c,1,1,"""1-10""",,0,0,
AB,53S,D,I,d,1,0,.,,0,0,
AV,53S,D,I,d,1,1,"""1-10""",,0,0,
CB,53S,D,I,d,1,1,11-100,,0,0,
GD,53S,D,I,d,0,.,.,,0,0,
LE,53S,D,I,d,0,.,.,,0,0,
NG,53S,D,I,d,1,1,"""1-10""",male,0,0,
SS,53S,D,I,d,0,.,.,,0,0,
AB,53S,D,II,a,1,1,11-100,,0,0,
AV,53S,D,II,a,1,1,11-100,,0,0,
CB,53S,D,II,a,1,1,11-100,,0,0,
GD,53S,D,II,a,1,0,.,,0,0,
LE,53S,D,II,a,1,0,.,,0,0,
NG,53S,D,II,a,1,0,.,,0,0,
SS,53S,D,II,a,1,0,.,,0,0,
AB,53S,D,II,b,1,1,11-100,,0,0,
AV,53S,D,II,b,1,1,"""1-10""",,0,0,
CB,53S,D,II,b,1,0,.,,1,0,
GD,53S,D,II,b,.,.,.,,0,0,
LE,53S,D,II,b,1,0,.,,0,0,
NG,53S,D,II,b,1,0,.,,0,0,
SS,53S,D,II,b,1,1,"""1-10""",,0,0,
AB,53S,D,II,c,1,0,.,,0,0,
AV,53S,D,II,c,0,.,.,,0,0,
CB,53S,D,II,c,1,1,100-200,,15,0,
GD,53S,D,II,c,1,0,.,,0,0,
LE,53S,D,II,c,1,1,11-100,,1,0,
NG,53S,D,II,c,1,0,.,,0,0,
SS,53S,D,II,c,0,.,.,,0,0,
AB,53S,D,II,d,1,0,.,,0,0,
AV,53S,D,II,d,.,.,.,,0,0,
CB,53S,D,II,d,1,1,11-100,,0,0,
GD,53S,D,II,d,1,0,.,,0,0,
LE,53S,D,II,d,.,.,.,,0,0,
NG,53S,D,II,d,1,0,.,,0,0,
SS,53S,D,II,d,1,1,"""1-10""",,0,0,
AB,53S,D,III,a,1,0,.,,0,0,
AV,53S,D,III,a,0,.,.,,0,0,
CB,53S,D,III,a,1,1,11-100,,0,0,
GD,53S,D,III,a,1,0,.,,0,0,
LE,53S,D,III,a,0,.,.,,0,0,
NG,53S,D,III,a,1,0,.,,0,0,
SS,53S,D,III,a,1,1,11-100,,0,0,
AB,53S,D,III,b,1,1,200-300,,0,0,
AV,53S,D,III,b,1,1,"""1-10""",,0,0,
CB,53S,D,III,b,1,1,11-100,,0,0,
GD,53S,D,III,b,0,.,.,,0,0,
LE,53S,D,III,b,0,.,.,,0,0,
NG,53S,D,III,b,1,0,.,,0,0,
SS,53S,D,III,b,1,1,11-100,,0,0,
AB,53S,D,III,c,1,0,.,,0,0,
AV,53S,D,III,c,1,1,11-100,,6,0,
CB,53S,D,III,c,1,1,100-200,,0,0,
GD,53S,D,III,c,0,.,.,,0,0,
LE,53S,D,III,c,0,.,.,,0,0,
NG,53S,D,III,c,1,1,"""1-10""",male,0,0,
SS,53S,D,III,c,1,1,"""1-10""",,0,1,
AB,53S,D,III,d,1,0,.,,1,0,
AV,53S,D,III,d,1,1,11-100,,0,0,
CB,53S,D,III,d,1,1,11-100,,0,0,
GD,53S,D,III,d,0,.,.,,0,0,
LE,53S,D,III,d,1,1,100-200,,0,0,
NG,53S,D,III,d,1,1,"""1-10""",male,0,0,
SS,53S,D,III,d,0,.,.,,0,0,
AB,53S,D,IV,a,1,1,"""1-10""",,0,0,
AV,53S,D,IV,a,1,1,11-100,,0,0,
CB,53S,D,IV,a,1,1,11-100,,0,0,
GD,53S,D,IV,a,.,.,.,,0,0,
LE,53S,D,IV,a,1,1,11-100,,0,0,
NG,53S,D,IV,a,1,0,.,,0,0,
SS,53S,D,IV,a,1,1,11-100,,0,0,
AB,53S,D,IV,b,1,1,11-100,,0,0,
AV,53S,D,IV,b,0,.,.,,0,0,
CB,53S,D,IV,b,1,1,11-100,,0,0,
GD,53S,D,IV,b,0,.,.,,0,0,
LE,53S,D,IV,b,0,.,.,,0,0,
NG,53S,D,IV,b,1,0,.,,0,0,
SS,53S,D,IV,b,1,1,11-100,,1,3,
AB,53S,D,IV,c,1,1,100-200,,0,0,
AV,53S,D,IV,c,1,1,11-100,,0,0,
CB,53S,D,IV,c,1,1,11-100,,0,0,
GD,53S,D,IV,c,1,0,.,,0,0,
LE,53S,D,IV,c,1,1,11-100,,0,0,
NG,53S,D,IV,c,1,1,"""1-10""",female,0,0,
SS,53S,D,IV,c,1,1,"""1-10""",,0,0,
AB,53S,D,IV,d,1,0,.,,0,0,
AV,53S,D,IV,d,1,1,"""1-10""",,0,0,
CB,53S,D,IV,d,0,.,.,,0,0,
GD,53S,D,IV,d,0,.,.,,0,0,
LE,53S,D,IV,d,1,0,.,,0,0,
NG,53S,D,IV,d,1,0,.,,0,0,
SS,53S,D,IV,d,1,1,11-100,,0,0,
AB,53S,E,I,a,1,1,100-200,,0,0,
AV,53S,E,I,a,1,1,11-100,,0,0,
CB,53S,E,I,a,0,.,.,,0,0,
GD,53S,E,I,a,0,.,.,,0,0,
LE,53S,E,I,a,1,1,11-100,,0,0,
NG,53S,E,I,a,1,0,.,,0,0,
SS,53S,E,I,a,1,1,11-100,,1,0,
AB,53S,E,I,b,1,1,"""1-10""",,0,0,
AV,53S,E,I,b,1,1,11-100,,0,0,
CB,53S,E,I,b,1,1,11-100,,0,0,
GD,53S,E,I,b,.,.,.,,0,0,
LE,53S,E,I,b,0,.,.,,1,1,
NG,53S,E,I,b,1,1,"""1-10""",male or last yr,0,0,
SS,53S,E,I,b,1,1,11-100,,0,4,
AB,53S,E,I,c,1,1,11-100,,0,0,
AV,53S,E,I,c,1,1,"""1-10""",,0,0,
CB,53S,E,I,c,1,1,11-100,,0,0,
GD,53S,E,I,c,1,0,.,,0,0,
LE,53S,E,I,c,0,.,.,,0,1,
NG,53S,E,I,c,1,0,.,,0,0,
SS,53S,E,I,c,1,0,.,,0,0,
AB,53S,E,I,d,1,1,200-300,,0,0,
AV,53S,E,I,d,1,1,"""1-10""",,0,0,
CB,53S,E,I,d,1,0,.,,0,0,
GD,53S,E,I,d,0,.,.,,0,0,
LE,53S,E,I,d,0,.,.,,0,0,
NG,53S,E,I,d,1,1,"""1-10""",female,0,0,
SS,53S,E,I,d,1,0,.,,0,0,
AB,53S,E,II,a,1,1,11-100,,0,0,
AV,53S,E,II,a,1,1,"""1-10""",,0,0,
CB,53S,E,II,a,1,0,.,,0,0,
GD,53S,E,II,a,1,0,.,,0,0,
LE,53S,E,II,a,1,1,200-300,,3,2,
NG,53S,E,II,a,1,1,"""1-10""",male or last yr,0,0,
SS,53S,E,II,a,1,1,11-100,,3,3,
AB,53S,E,II,b,1,1,11-100,,0,0,
AV,53S,E,II,b,1,1,11-100,,0,0,
CB,53S,E,II,b,1,0,.,,0,0,
GD,53S,E,II,b,0,.,.,,0,0,
LE,53S,E,II,b,0,.,.,,2,0,
NG,53S,E,II,b,1,1,"""1-10""",female,0,0,
SS,53S,E,II,b,1,1,"""1-10""",,0,0,
AB,53S,E,II,c,1,1,11-100,,0,0,
AV,53S,E,II,c,1,1,11-100,,3,0,
CB,53S,E,II,c,1,1,"""1-10""",,0,0,
GD,53S,E,II,c,1,0,.,missed last year - under AV recruit,0,0,
LE,53S,E,II,c,0,.,.,,0,0,
NG,53S,E,II,c,1,0,.,,0,0,
SS,53S,E,II,c,1,1,"""1-10""",,0,0,
AB,53S,E,II,d,.,.,.,,0,0,
AV,53S,E,II,d,1,1,"""1-10""",,0,0,
CB,53S,E,II,d,0,.,.,,0,0,
GD,53S,E,II,d,0,.,.,,0,0,
LE,53S,E,II,d,0,.,.,,0,0,
NG,53S,E,II,d,1,1,"""1-10""",female,0,0,
SS,53S,E,II,d,1,0,"""1-10""",,0,0,
AB,53S,E,III,a,1,1,11-100,,0,0,
AV,53S,E,III,a,1,1,"""1-10""",,0,0,
CB,53S,E,III,a,1,1,100-200,,1,0,
GD,53S,E,III,a,0,.,.,,0,0,
LE,53S,E,III,a,1,0,.,,0,0,
NG,53S,E,III,a,1,0,.,,0,0,
SS,53S,E,III,a,1,1,11-100,,2,2,
AB,53S,E,III,b,1,1,100-200,,0,0,
AV,53S,E,III,b,1,1,11-100,,0,0,
CB,53S,E,III,b,1,1,11-100,,0,0,
GD,53S,E,III,b,1,0,.,,0,0,
LE,53S,E,III,b,1,1,11-100,,10,2,
NG,53S,E,III,b,.,.,.,,0,0,
SS,53S,E,III,b,1,1,"""1-10""",,0,2,
AB,53S,E,III,c,1,1,11-100,,0,0,
AV,53S,E,III,c,1,1,11-100,,0,0,
CB,53S,E,III,c,1,1,100-200,,6,0,
GD,53S,E,III,c,0,.,.,,0,0,
LE,53S,E,III,c,.,.,.,,0,0,
NG,53S,E,III,c,1,0,.,,0,0,
SS,53S,E,III,c,1,1,11-100,,3,4,
AB,53S,E,III,d,.,.,.,,.,.,
AV,53S,E,III,d,1,1,11-100,,0,0,
CB,53S,E,III,d,1,1,11-100,,0,0,
GD,53S,E,III,d,.,.,.,.,.,.,
LE,53S,E,III,d,.,.,.,.,.,.,
NG,53S,E,III,d,1,1,"""1-10""",male or last yr,0,0,
SS,53S,E,III,d,1,1,"""1-10""",,0,0,
AB,53S,E,IV,a,1,1,"""1-10""",,0,0,
AV,53S,E,IV,a,1,1,11-100,,2,0,
CB,53S,E,IV,a,1,1,11-100,,0,0,
GD,53S,E,IV,a,1,0,.,,0,0,
LE,53S,E,IV,a,1,1,11-100,,0,0,
NG,53S,E,IV,a,1,0,.,,0,0,
SS,53S,E,IV,a,0,.,.,,0,0,
AB,53S,E,IV,b,1,1,11-100,,0,0,
AV,53S,E,IV,b,1,0,.,,0,0,
CB,53S,E,IV,b,0,.,.,,0,0,
GD,53S,E,IV,b,1,0,.,,0,0,
LE,53S,E,IV,b,1,1,100-200,,2,0,
NG,53S,E,IV,b,1,0,.,,0,0,
SS,53S,E,IV,b,1,1,"""1-10""",,1,0,
AB,53S,E,IV,c,.,.,.,,0,0,
AV,53S,E,IV,c,.,.,.,,0,0,
CB,53S,E,IV,c,1,1,11-100,,0,0,
GD,53S,E,IV,c,0,.,.,,0,0,
LE,53S,E,IV,c,0,.,.,,0,0,
